Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Postdoctoral Fellow - Department of Surgery,$29K-$46K (Glassdoor est.),"Postdoctoral Position in Tumor Immunology with special emphasis on immunotherapy of solid tumors and escape mechanisms

Division of Surgical Oncology

Department of Surgery

Massachusetts General Hospital

Harvard Medical School

Boston, MA 02114 (USA)

Job Description

NIH-funded postdoctoral position is available in Dr. Ferrone’s research group in the Department of Surgery at the Massachusetts General Hospital and Harvard Medical School. The research project is particularly focused on developing antibody-based immunotherapeutic strategies for the treatment of solid tumors with special emphasis on strategies to counteract the escape mechanisms utilized by tumor cells. The fellow will have the opportunity to also engage in a project which characterizes the significance and molecular basis of HLA class I defects in solid tumors. This position provides outstanding opportunities for continued scientific development and for contributing to pioneering research with high translational impact. The scientific environment at Massachusetts General Hospital and surrounding institutions such as Harvard and Massachusetts Institute of Technology offers ample opportunity for productive collaborations.

We expect the fellow to be highly motivated, independent and innovative. We will provide support and mentorship so that the fellow ultimately develops his/her own line of research.

Job requirements:

The candidate will have a PhD and/or MD degree. Prior laboratory experience is required, ideally in techniques such as cell culture-based assays, flow cytometry, IHC, fluorescence microscopy, Western blot, PCR, ELISA, in vivo murine models and CRISPR-Cas9. Likewise, knowledge of basic immunology is preferable.

Application Package

Applications should be sent to sferrone@mgh.harvard.edu with the subject line “Postdoc – Tumor
immunology and immunotherapy” and addressed to Dr. Soldano Ferrone. We prefer that the application package, submitted as a single pdf document, contains: 1) a cover letter, 2) a full CV with a complete list of publications, 3) name and contacts details of 3 references, and 4) list of laboratory and other methods mastered.

Job requirements:

The candidate will have a PhD and/or MD degree. Prior laboratory experience is required, ideally in techniques such as cell culture-based assays, flow cytometry, IHC, fluorescence microscopy, Western blot, PCR, ELISA, in vivo murine models and CRISPR-Cas9. Likewise, knowledge of basic immunology is preferable.",4.1,"Massachusetts General Hospital
4.1","Boston, MA",-1,10000+ Employees,1811,Hospital,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),-1
Postdoctoral Fellow-MSH,$29K-$46K (Glassdoor est.),"Strength Through DiversityGround breaking science. Advancing medicine. Healing made personal.Roles & Responsibilities:Seeking creative and motivated postdoctoral research fellow to work in the laboratory of Praveen Raju, MD, PhD in the Department of Neurology at the Icahn School of Medicine at Mount Sinai (ISMMS) in New York City. The PIs translational research laboratory has a long-standing interest in mechanisms of pediatric brain tumorigenesis with a focus on developmental signal transduction pathways. Recent work has utilized novel drug delivery approaches to overcome the blood-brain barrier in order to target both brain tumor cells and cells of the tumor microenvironment. The postdoc will work as part of a multidisciplinary and highly collaborative team of investigators both at ISMMS and at institutions in NYC encompassing areas including sophisticated mouse genetics approaches to brain tumor modeling, novel nanotherapeutic drug delivery strategies, immune tumor microenvironment interactions, and high resolution molecular neuropathology techniques.JOB DESCRIPTION: Helps design and conduct independent research within a specified field while receiving advanced training from the PI to enhance professional skills and research independence needed for pursuit of a career. Participate in project planning including design, recording, and evaluation of experiments and data. Acquire technical, lab management and grant writing skills through preparation and publishing of scientific manuscripts under the direction of the Principal Investigator. Participate in seminars, lectures, poster sessions, and presentations at meetings/conferences. May teach techniques to others, train, and supervise research staff and junior lab members. The initial appointment is for one year with renewal expected if progress is satisfactory and funds are available.Requirements:The ideal candidate will have a recently minted terminal degree (PhD, MD, DVM, etc.) with a proven publication track record, ability to work independently within a larger team, and motivation to apply for funding. Applicants seeking a second postdoc will be considered. The ability to work effectively and collegially with lab members and collaborators. Excellent scientific writing ability and strong oral communication skills. Required experience in tumor biology, mouse genetics, and molecular biology and/or biochemistry. Preferred experience in pharmacology and drug delivery. Please provide a resume, bibliography, and contact information for three references.Strength Through DiversityThe Mount Sinai Health System believes that diversity and inclusion is a driver for excellence. We share a common devotion to delivering exceptional patient care. Yet we’re as diverse as the city we call home- culturally, ethically, in outlook and lifestyle. When you join us, you become a part of Mount Sinai’s unrivaled record of achievement, education and advancement as we revolutionize healthcare delivery together.We work hard to recruit and retain the best people, and to create a welcoming, nurturing work environment where you have the opportunity and support to develop professionally. We share the belief that all employees, regardless of job title or expertise, have an impact on quality patient care.Explore more about this opportunity and how you can help us write a new chapter in our story!Who We AreOver 38,000 employees strong, the mission of the Mount Sinai Health System is to provide compassionate patient care with seamless coordination and to advance medicine through unrivaled education, research, and outreach in the many diverse communities we serve.Formed in September 2013, The Mount Sinai Health System combines the excellence of the Icahn School of Medicine at Mount Sinai with seven premier hospitals, including Mount Sinai Beth Israel, Mount Sinai Brooklyn, The Mount Sinai Hospital, Mount Sinai Queens, Mount Sinai West (formerly Mount Sinai Roosevelt), Mount Sinai St. Luke’s, and New York Eye and Ear Infirmary of Mount Sinai.The Mount Sinai Health System is an equal opportunity employer. We comply with applicable Federal civil rights laws and does not discriminate, exclude, or treat people differently on the basis of race, color, national origin, age, religion, disability, sex, sexual orientation, gender identity, or gender expression.EOE Minorities/Women/Disabled/Veterans",3.5,"Mount Sinai
3.5","New York, NY",-1,10000+ Employees,2013,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1
Post Doc Research Trainee,$29K-$46K (Glassdoor est.),"Performs investigative research under the mentorship of Assistant Investigator, Associate Investigator, or Investigator in a particular area(s) of study. Publishes and presents data in a timely manner. Works collaboratively with other investigators to facilitate their scientific research and training. Participates in various types of institute and community activities. May apply for grant funding and/or patents as appropriate.Responsibilities Include:1. Performs research projects as directed. Follows and adheres to experimental protocols in a proficient and meticulous manner.2. Responsible for the collection, analysis and interpretation of research data related to specific project.3. Submits manuscripts and abstracts for publication to peer review journals and presentations at local, national and international conferences.4. Performs a variety of tasks, including but not limited to, correspondence, attending meetings, database maintenance, maintaining records, charts, etc.5. Responsible for all other activities, clinical and administrative, as needed.6. Provides technical direction to research staff.7. Performs related duties, as required.Qualifications• Doctorate (M.D., D.O., DVM, or PhD.) Degree, required.• May have authored/co-authored published articles and/or abstracts.• Ability to communicate effectively.",4.0,"Northwell Health
4.0","Manhasset, NY",-1,10000+ Employees,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),-1
"Postdoctoral Research Fellow - Human Genetics, McCarthy Lab",$29K-$46K (Glassdoor est.),"The Position


The McCarthy postdoc group at SSF will focus on developing and implementing analytical and experimental strategies that maximize the value of human genetics for drug discovery and precision medicine. The research will build upon work undertaken in Dr McCarthys academic research program at Oxford and ongoing developments at Genentech. One major area of research interest will continue to revolve around the prioritization and functional characterization of therapeutic targets -- for example, through implementing strategies for connecting regulatory variants to their downstream targets, and the high throughput perturbation of those targets in suitable cellular systems. A second strand involves the integration of high dimensional omic data (in particular proteomics) with clinical and genetic data to provide mechanistic insights into disease biology, and to identify therapeutic targets and biomarkers. The group will continue to develop and apply these approaches in the area of metabolic disease (building on existing collaborations) but will aim to implement the approaches and strategies developed across the wider range of diseases of interest to Genentech.

The successful candidate will have a PhD and/or MD from a highly reputable institution, with training in either the life sciences (biology, medicine etc) or computational sciences (maths, physics, computational science, bioinformatics etc) with proficiency and experience that spans both. They will have direct experience in applying computational and statistical approaches to high dimensional genetic and genomic data.

As well as a strong publication record, they will have excellent communication skills, and interest in exploiting the potential of human genetics to gain fundamental insights into the biology of disease. Postdocs in our lab work in a challenging and stimulating yet supportive and interactive environment, becoming independent scientists with the ability to lead their own research groups.

More information about the McCarthy's Lab:

https://www.gene.com/scientists/our-scientists/mark-mccarthy

More information about Genentech's Postdoctoral Program:

https://www.gene.com/careers/university-and-early-career/postdocs

#L1-SN1

#postdoc

Who We Are


A member of the Roche Group, Genentech has been at the forefront of the biotechnology industry for more than 40 years, using human genetic information to develop novel medicines for serious and life-threatening diseases. Genentech has multiple therapies on the market for cancer & other serious illnesses. Please take this opportunity to learn about Genentech where we believe that our employees are our most important asset & are dedicated to remaining a great place to work.

The next step is yours. To apply today, click on the ""Apply online"" button.

Genentech is an equal opportunity employer & prohibits unlawful discrimination based on race, color, religion, gender, sexual orientation, gender identity/expression, national origin/ancestry, age, disability, marital & veteran status. For more information about equal employment opportunity, visit our Genentech Careers page.

Job Facts
JOB FUNCTION
Research COMPANY/DIVISION
Pharmaceuticals SCHEDULE
Full time JOB TYPE
Temporary (Fixed Term)",4.1,"Genentech
4.1","South San Francisco, CA",-1,10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
Post Doc Research Associate - Sustainability Engineer,$29K-$46K (Glassdoor est.),"Organization and Job ID

Job ID: 311166

Directorate: Energy and Environment

Division: Earth Systems Science

Group: Environmental Assessment and Engineering

Job Description

Pacific Northwest National Laboratory’s Environmental Assessment and Engineering group is seeking a post-doctoral sustainability engineer to support a wide variety of projects through participation and collaboration with multidisciplinary teams. The successful candidate will have a combination of coursework and demonstrated knowledge with sustainability engineering and life cycle principles including significant experience with life cycle assessment (LCA), life cycle costing (LCC), and social life cycle assessment (S-LCA) methodologies. Additional experience or exposure to tools and analyses applicable technoeconomic analysis (TEA), material flow analysis (MFA), and other quantitative methodologies used for resource characterization, planning, and analysis is also highly encouraged.

The successful candidate will be comfortable working with a diverse set of research staff and project tasks, and possess the appropriate analytic, task management, and communication skills (both oral and written) to clearly define and articulate both objectives and outcomes of their research. In addition to high-quality support for clients (both internal and external), a critical part of the position is the ability to quickly and effectively develop and demonstrate skills and abilities that will lead to growth in responsibilities and career progression.

Lead or contribute to the production of technical reports, scientific and technical products, and journal papers in support of principle investigators and project managers.

Ability to develop and maintain internal and external scientific networks.

Mentoring of junior staff, students, and seasonal interns.

Establish and maintain high technical quality in work products.

Ability to contribute to the growth of new business development opportunities and capabilities for project and program teams.

Effective written and oral communication is required as well as strong interpersonal skills and the ability to collaborate effectively on diverse, multidisciplinary teams.

Minimum Qualifications

Candidates must have received a PhD within the past five years (60 months) or within the next 8 months from an accredited college or university.

MUST BE U.S. CITIZEN

Preferred Qualifications

Overall GPA of 3.5 or higher.

Monte Carlo, attributional LCA, and consequential LCA

Exposure to engineering/resource economics principles and methodologies

Equal Employment Opportunity

Battelle Memorial Institute (BMI) at Pacific Northwest National Laboratory (PNNL) is an Affirmative Action/Equal Opportunity Employer and supports diversity in the workplace. All employment decisions are made without regard to race, color, religion, sex, national origin, age, disability, veteran status, marital or family status, sexual orientation, gender identity, or genetic information. All BMI staff must be able to demonstrate the legal right to work in the United States. BMI is an E-Verify employer. Learn more at jobs.pnnl.gov.

Please be aware that the Department of Energy (DOE) prohibits DOE employees and contractors from participation in certain foreign government talent recruitment programs. If you are offered a position at PNNL and are currently a participant in a foreign government talent recruitment program you will be required to disclose this information before your first day of employment.

Directorate: Energy & Environment

Job Category: Post-Graduates and Post-Docs

Group: Environ Assessment & Eng

Opening Date: 2020-09-04

Closing Date: 2020-10-04",3.8,"Pacific Northwest National Laboratory
3.8","Richland, WA",-1,1001 to 5000 Employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),-1
Postdoctoral Fellow on NIH Training Grant,$29K-$46K (Glassdoor est.),"Recruitment/Posting Title Postdoctoral Fellow on NIH Training Grant
Department Pharm-Pharmacology&Toxicology
Salary Commensurate With Experience
Posting Summary

The Joint Graduate Program in Toxicology (JGPT) at Rutgers University has an opening for a postdoctoral fellow in toxicology and environmental health sciences. The JGPT program spans multiple schools and departments and trains graduate students and postdoctoral fellows in interdisciplinary toxicology research that explores mechanisms of injury in the liver, lung, kidney, skin, eye, gastrointestinal and reproductive tracts and the central nervous system. Areas of active research include epigenetics, oxidative and nitrative stress, inflammation, fibrosis, nuclear receptor signaling, xenobiotic metabolism and transport and utilize cutting edge technology and strong collaborations between laboratories. Rutgers is located in central NJ, the heart of the biopharmaceutical and chemical arena – the JGPT partners with local companies to provide unique collaborative opportunities to trainees.

The primary function of the postdoctoral fellow will be to conduct and publish mentored basic, translational, or clinical research. In addition, the fellow will be expected to participate in grant proposal writing, present research findings, and assist in undergraduate research courses. State-of-the-art Core Facilities are available for Genomics, Genetics, Proteomics, Imaging, Histopathology, Analytical Chemistry, Flow Cytometry and Cell Sorting, High Content Imaging, Gene Editing, and Biostatistics. Postdocs are members of the Rutgers Association of Toxicology Students (RATS), a professional and social network of trainees that fosters peer support and inter-laboratory collaboration. More program information is available at http://jgpt.rutgers.edu. Postdocs benefit from the iJOBS (http://ijobs.rutgers.edu) and GradFund (http://gradfund.rutgers.edu) programs at Rutgers University that help prepare them for careers in industry, government and academia. The candidate must be either a U.S. citizen or permanent resident to qualify for appointment on the NIH T32 institutional training grant. Positions are appointments for one year with the potential for renewal of a second year with good progress.
Posting Number 19FA1159
Posting Open Date 02/18/2019
Posting Close Date

Minimum Education and Experience

Candidates should have a Ph.D. degree in pharmacology/toxicology or a related biomedical science including pharmaceutical sciences, biochemistry, biology, molecular biology, physiology, etc.
Required Knowledge, Skills, and Abilities

Fellows should be highly motivated and hard-working scientists capable of effectively working on independent and team projects. Excellent oral and written communication skills are required.
Equipment Utilized
Physical Demands and Work Environment
Overview
Statement

Special Instructions to Applicants

Relevant publications or research posters can be combined in one PDF and uploaded as “other document.”

Letters of recommendation are NOT needed for the initial application but will be required later on for top candidates.
Quick Link to Posting http://jobs.rutgers.edu/postings/83930
Campus Rutgers University-New Brunswick
Home Location Campus Busch (RU-New Brunswick)
Location Details",4.1,"Rutgers University
4.1","New Brunswick, NJ",-1,5001 to 10000 Employees,1766,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),-1
Post-Doc Associate - Jain Lab,$29K-$46K (Glassdoor est.),"Recruitment/Posting Title Post-Doc Associate - Jain Lab
Department Human Genetics Inst of NJ
Salary Commensurate With Experience
Posting Summary

The long-term goal of this research project is to understand how meiosis is regulated. Successful execution of meiosis involves specialized, coordinated and tightly regulated events, errors in which can lead to infertility, miscarriage and birth defects. The project will explore one of two fundamental meiotic processes in the mouse model organism: 1) germline transition into meiosis with a focus on post-transcriptional control of gene expression and the contribution of RNA modifications. 2) retrotransposon repression in the germline and the role of DNA methylation during meiosis. The primary role of this position is to design, perform, and interpret experiments to address central questions regarding how cells ensure proper progression of meiosis.
Posting Number 20FA0309
Posting Open Date
Posting Close Date

Minimum Education and Experience

PhD
Required Knowledge, Skills, and Abilities

Required professional experience includes minimum of three years experience with advanced microscopy and imaging; molecular biology (gene engineering and cloning, DNA/mRNA isolation and quantitation, protein expression and purification); bioinformatics.
Equipment Utilized
Physical Demands and Work Environment
Overview

Research: Independent research and experimentation inclulding mouse breeding, mouse genetics, molecular biology, microscopy (dissecting, epifluorescence, confocal), biochemistry.

Writing: manuscripts on results and interpretations of research projects; fellowship/grant applications to obtain independent funding.

Lab responsibilities including routine lab maintenance and/or supervising trainees.
Statement

Special Instructions to Applicants
Quick Link to Posting http://jobs.rutgers.edu/postings/113004
Campus Rutgers University-New Brunswick
Home Location Campus Busch (RU-New Brunswick)
Location Details

Life Science Building",4.1,"Rutgers University
4.1","New Brunswick, NJ",-1,5001 to 10000 Employees,1766,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),-1
Post Doc Res Assoc - CMIIND,$29K-$46K (Glassdoor est.),"Postdoctoral Fellow in Biobehavioral Clinical Research on Mindfulness as a Treatment for Chronic Pain and Opioid MisuseEric Garland, PhD, Director of the Center on Mindfulness and Integrative Health Intervention Development (C-MIIND) and Associate Dean for Research at the University of Utah, is seeking postdoctoral fellows to support federally-funded, biobehavioral clinical research on mindfulness-based interventions for chronic pain and prescription opioid misuse at C-MIIND, which currently oversees more than $40 million in grants funded by the National Institutes of Health (NIH), Department of Defense (DOD), and Patient Centered Outcomes Research Institute (PCORI). In particular, fellows will help conduct randomized clinical trials (RCTs) and psychophysiological research on Mindfulness-Oriented Recovery Enhancement (MORE), a manualized intervention for addiction, stress-related conditions, and chronic pain. For additional information on MORE and current research, see www.drericgarland.com.University, and Environment: As a major research and teaching university—and the flagship of the Utah System of Higher Education—the University of Utah strives to create an academic environment in which the highest standards of scholarship, professional practice and teaching are observed. The University is located in Salt Lake City, at the base of the Wasatch Mountains, providing ready access to world class outdoor recreational opportunities.The Center on Mindfulness and Integrative Health Intervention Development at the University of Utah has a number of excellent research facilities, including the state-of-the-art Bridge Training Clinic, consisting of four therapy rooms with one-way mirrors and videotaping capacity for behavioral observation and coding, as well as a complete psychophysiological laboratory for assessment of neurocognitive and neuroaffective mechanisms of therapeutic change.ResponsibilitiesPostdoctoral fellows will assist with the following duties: a) manuscript preparation from existing datasets; b) delivering mindfulness, CBT, and other behavioral interventions to study participants; c) clinical data collection; d) psychophysiological data collection (autonomic, EEG, and fMRI measures); e) data analysis; and f) designing and implementing new translational research studies. Postdoctoral fellows will be trained to implement MORE and other mindfulness-based interventions, Fellows will also have opportunities to coauthor multiple scientific articles from existing primary datasets and write federal grants leveraging the resources and interdisciplinary connections, which extend into Psychiatry, Psychology, Neuroscience, Oncology, Public Health, Anesthesiology, Family Medicine, Nursing, and Social Work, among other departments.Minimum Qualifications PreferencesApplicants with clinical experience (e.g., mental health, addiction, and/or chronic pain populations), previous experience with mindfulness, psychophysiological data collection/analysis (e.g., EEG, HRV, fMRI, eye tracking, etc.), and/or previous study coordination experience on Federally-funded studies will be given preference. A clinical license (or being license eligible) is preferred but not necessary.Type Benefited Staff Special Instructions Summary",4.2,"University of Utah
4.2","Salt Lake City, UT",-1,10000+ Employees,1850,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),-1
POSTDOCTORAL ASSOCIATE,$29K-$46K (Glassdoor est.),"School of Medicine:

Established in 1930, Duke University School of Medicine is the youngest of the nation’s top medical schools. Ranked tenth among its peers, the School takes pride in being an inclusive community of outstanding learners, investigators, clinicians, and staff where traditional barriers are low, interdisciplinary collaboration is embraced, and great ideas accelerate translation of fundamental scientific discoveries to improve humanhealth locally and around the globe.

Comprised of 2,400 faculty physicians and researchers, the Duke University School of Medicine along with the Duke University School of Nursing and Duke University Health System create Duke Health. Duke Health is a world-class health care network. Founded in 1998 to provide efficient, responsive care, the health system offers a full network of health services and encompasses Duke University Hospital, Duke Regional Hospital, Duke Raleigh Hospital, Duke Primary Care, Private Diagnostic Clinic, Duke Home and Hospice, Duke Health and Wellness, and multiple affiliations.

Occ Summary


Conduct independent research activities under the guidance of a faculty mentor in preparation for a full time academic or research career.

Work Performed


DEFINITION:The Postd octoral Appointee holds a PhD or equivalent doctorate (e.g.ScD, MD, DVM) . Candidates with non-US degrees may be required to provide proof of de gree equivalency.1. A candidate may also be appointed to a postdoctoral position if the candidate has completed all of the requirements for a de gree but the degree has not been formally conferred: in this case, the c andidate may present evidence of completion of the degree requirements, together with a statement documenting the date on which the degree is to be conferred.If the degree is not conferred by this projected date, the postdoctoral appointment may be terminated.2. Note for international ca ndidates: Generally, immigration classifications (e.g., H-1B, J-1, etc.) require that the requisite degree be conferred before a petition can be filed or a visa document issued to sponsor the individual.The term of t he appointment is limited (see Section 5 of the Postdoc Policy for lengt h of appointment).The appointment involves substantially full-time resea rch or scholarship, and may include teaching responsibilities.The appoin tment is generally preparatory for a full time academic or research care er.The appointment is not part of a clinical training program, unless re search training under the supervision of a senior mentor is the primary purpose of the appointment.The Postdoctoral Appointee functions under th e supervision of a mentor or a department at Duke University.The Postdoc toral Appointee is expected to publish the results of his or her researc h or scholarship during the period of the appointment.EXPECTATION:The co nscientious discharge of research or scholarship responsibilities,which may include teaching responsibilities for Postdoctoral Associates Confor mance to standards of responsible conduct in research Compliance with go od scholarly and research practice Maintenance of a laboratory notebook and/or other comparable records of research activity, which remains the property of Duke University upon termination Adherence to University sta ndards regarding use of isotopes, chemicals,infectious agents, animals, human subjects, and the like Open and timely discussion with the mentor regarding all facets of the Postdoctoral Appointee's research activities . Postdoctoral Appointees are encouraged to consult the AAMC Compact Be tween Postdoctoral Appointees and Their Mentors for suggested guidelines for the Postdoctoral Appointee-mentor relationship Prompt disclosure to the mentor regarding the possession and desire to distribute materials, reagents, software, copyrightable and potentially patentable discoverie s derived from the Postdoctoral Appointee's research .Collegial conduct towards members of the research group and others as described in the Duk e University School of Medicine Honor Code of Professional Conduct and o ther relevant conduct policies pertaining to other schools at Duke Unive rsity.Compliance with all applicable University and departmental policie s and procedures.

Knowledge, Skills and Abilities


Richardson lab open position: Postdoc, any level; salaryat s tandard NIH levels

Background in structural bioinformatics or structural biology

Potential tocontribute bothto technical enhancements in the Phenixsoftware system and theMolProbity web service, and also to b asic research that coupleslarge-scale analysis of macromolecular conform ations with development of newmodel-validation tools.

Needed to enablethis work:

1) P roficiency inat least two of our most-used programming languages (primar y: Python and C++;secondary: C, PHP, Java, and Javascript)

2) Experience insolving or analyzing macromolecular 3D structures

Enjoyment inlooking at details o f protein and nucleic acid 3D structures and a commitmentto helping ever yone build even better models of them.

Minimum Qualifications


Education


See job description for education requirements.

Experience


See job description for requirements.

Duke is an Affirmative Action/Equal Opportunity Employer committed to providing employment opportunity without regard to an individual's age, color, disability, gender, gender expression, gender identity, genetic information, national origin, race, religion, sex, sexual orientation, or veteran status.

Duke aspires to create a community built on collaboration, innovation, creativity, and belonging. Our collective success depends on the robust exchange of ideas—an exchange that is best when the rich diversity of our perspectives, backgrounds, and experiences flourishes. To achieve this exchange, it is essential that all members of the community feel secure and welcome, that the contributions of all individuals are respected, and that all voices are heard. All members of our community have a responsibility to uphold these values.

Essential Physical Job Functions: Certain jobs at Duke University and Duke University Health System may include essentialjob functions that require specific physical and/or mental abilities. Additional information and provision for requests for reasonable accommodation will be provided by each hiring department.",3.7,"Duke University Health System
3.7","Durham, NC",-1,10000+ Employees,1998,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),-1
Postdoctoral Research Associate (DS1),$29K-$46K (Glassdoor est.),"The Schrider Lab at the University of North Carolina at Chapel Hill is hiring a postdoc in the area of computational population genetics and/or phylogenetics. The successful candidate will help design and carry out projects related to: 1) elucidating the phylogenetic relationships among species and/or the genealogical relationships of individuals of the same species; 2) the development and application of computational methods to interrogate the impacts of (and interplay between) adaptation, recombination, and demographic changes on genetic diversity within and between species.Minimum Qualifications:The successful candidate will have a strong research background in computational evolutionary genetics/genomics. This a multidisciplinary position and candidates from a variety of backgrounds will be considered and receive training to address deficits as needed.PhD in Evolution, Genetics, Genomics, Bioinformatics, Computer Science, or related fields.Position Number:PDS002805Posting Date:07/17/2020Closing Date:American Recovery & Reinvestment Act Funded:No",4.2,"UNC-Chapel Hill
4.2","Chapel Hill, NC",-1,1 to 50 Employees,-1,College / University,Colleges & Universities,Education,$1 to $5 million (USD),-1
Postdoctoral Research Associate-Oldenburg,$29K-$46K (Glassdoor est.),"The Coherence Imaging Laboratory at the University of North Carolina at Chapel Hill seeks a highly motivated Postdoc to perform research in optical coherence tomography (OCT) imaging. Research activities will include the development and application of our endoscopic OCT imaging systems for upper airway imaging, and its application for assessment of airway injury and upper airway disordersMinimum Qualifications:Candidates are required to have demonstrated expertise with imaging hardware and hardware design, with particular consideration given to candidates with experience using fiber optics, fabricating fiber optic tips, using and setting up interferometers or similar optical systems, and setting up data acquisition systems. Experience in performing biomedical imaging experiments on animal and/or human subjects is a plus. Experience with associated image analysis methods is also a plus, but not a substitute for required experience with imaging hardware. Candidates must also demonstrate a genuine interest in biological and biomedical science. A demonstrated record of publication in peer-reviewed journals is required to be competitive for the position.Candidates must have a PhD in Biomedical Engineering, Electrical Engineering, Physics, or a related discipline.Position Number:PDS002865Posting Date:09/11/2020Closing Date:09/20/2020American Recovery & Reinvestment Act Funded:No",4.2,"UNC-Chapel Hill
4.2","Chapel Hill, NC",-1,1 to 50 Employees,-1,College / University,Colleges & Universities,Education,$1 to $5 million (USD),-1
Postdoctoral Research Associate (DS2),$29K-$46K (Glassdoor est.),"The Schrider Lab at the University of North Carolina at Chapel Hill is hiring a postdoc in the area of computational population genetics and/or phylogenetics. The successful candidate will help design and carry out projects related to: 1) elucidating the phylogenetic relationships among species and/or the genealogical relationships of individuals of the same species; 2) the development and application of computational methods to interrogate the impacts of (and interplay between) adaptation, recombination, and demographic changes on genetic diversity within and between species.Minimum Qualifications:The successful candidate will have a strong research background in computational evolutionary genetics/genomics. This a multidisciplinary position and candidates from a variety of backgrounds will be considered and receive training to address deficits as neededPhD in Evolution, Genetics, Genomics, Bioinformatics, Computer Science, or related fields.Position Number:PDS002806Posting Date:07/17/2020Closing Date:American Recovery & Reinvestment Act Funded:No",4.2,"UNC-Chapel Hill
4.2","Chapel Hill, NC",-1,1 to 50 Employees,-1,College / University,Colleges & Universities,Education,$1 to $5 million (USD),-1
